Order_ID,Order_Date,Customer_ID,Customer_Segment,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ORD00017,2025-11-11,CUST1999,Consumer,Travel Bag,Accessories,North,Lucknow,1,24289.79,0.0,24289.79,14901.27,9388.52
ORD00018,2025-04-23,CUST1831,Consumer,Headphones,Electronics,North,Delhi,3,36612.9,0.1,98854.83,55642.39,43212.44
ORD00019,2025-05-06,CUST1249,Small Business,Smartphone,Electronics,South,Chennai,4,4943.11,0.05,18783.82,11468.27,7315.55
ORD00020,2025-04-08,CUST1861,Small Business,Keyboard,Electronics,South,Hyderabad,1,9127.98,0.1,8215.18,5947.41,2267.77
ORD00021,2025-12-12,CUST0764,Small Business,Tablet,Electronics,West,Surat,4,56437.34,0.05,214461.89,145713.52,68748.37
ORD00022,2025-05-31,CUST1803,Small Business,Bookshelf,Furniture,North,Lucknow,2,58931.88,0.1,106077.38,65259.58,40817.8
ORD00023,2025-05-20,CUST0254,Small Business,Headphones,Electronics,West,Ahmedabad,1,16804.39,0.1,15123.95,11519.39,3604.56
ORD00024,2025-04-30,CUST0054,Consumer,Laptop,Electronics,East,Patna,1,9781.56,0.15,8314.33,5833.39,2480.94
ORD00025,2025-04-09,CUST0510,Corporate,Backpack,Accessories,North,Jaipur,2,41544.52,0.1,74780.14,45321.8,29458.34
ORD00026,2025-10-04,CUST0801,Consumer,Stapler,Office Supplies,East,Guwahati,3,39491.01,0.1,106625.73,61141.19,45484.54
ORD00027,2025-01-22,CUST1399,Consumer,Pen Set,Office Supplies,East,Bhubaneswar,5,29255.85,0.2,117023.4,77071.45,39951.95
ORD00028,2025-10-11,CUST1633,Corporate,Printer Paper,Office Supplies,South,Bengaluru,4,43374.88,0.05,164824.54,91655.46,73169.08
ORD00029,2025-06-21,CUST0017,Small Business,Pen Set,Office Supplies,West,Ahmedabad,4,1025.85,0.2,3282.72,2156.9,1125.82
ORD00030,2025-07-07,CUST1123,Consumer,Laptop,Electronics,North,Delhi,5,11535.57,0.05,54793.96,36784.28,18009.68
ORD00031,2025-02-23,CUST1759,Consumer,Tablet,Electronics,East,Guwahati,2,36938.93,0.2,59102.29,34576.08,24526.21
ORD00032,2025-09-30,CUST1410,Corporate,Office Chair,Furniture,East,Patna,5,17860.96,0.05,84839.56,52095.88,32743.68
ORD00033,2025-11-09,CUST0828,Consumer,Monitor,Electronics,West,Mumbai,4,53208.37,0.0,212833.48,147858.87,64974.61
ORD00034,2025-12-08,CUST1983,Consumer,Wallet,Accessories,South,Hyderabad,5,50352.12,0.15,213996.51,131086.31,82910.2
ORD00035,2025-02-23,CUST1807,Small Business,Sofa,Furniture,North,Delhi,5,16365.42,0.2,65461.68,43487.26,21974.42
ORD00036,2025-12-16,CUST0992,Consumer,Printer Paper,Office Supplies,East,Guwahati,4,8051.45,0.2,25764.64,18773.37,6991.27
ORD00037,2025-11-15,CUST0120,Corporate,Wallet,Accessories,South,Hyderabad,2,1618.51,0.2,2589.62,1965.51,624.11
ORD00038,2025-05-09,CUST1013,Corporate,Laptop,Electronics,South,Kochi,1,39645.82,0.05,37663.53,29705.84,7957.69
ORD00039,2025-03-10,CUST1471,Consumer,Travel Bag,Accessories,East,Patna,4,34005.63,0.0,136022.52,78898.66,57123.86
ORD00040,2025-03-10,CUST1244,Small Business,Printer Paper,Office Supplies,North,Jaipur,4,10602.28,0.0,42409.12,31418.42,10990.7
ORD00041,2025-10-16,CUST1636,Small Business,Headphones,Electronics,South,Chennai,5,53212.16,0.05,252757.76,139983.85,112773.91
ORD00042,2025-09-14,CUST1632,Corporate,Headphones,Electronics,East,Guwahati,2,1688.03,0.1,3038.45,2385.36,653.09
ORD00043,2025-06-12,CUST0690,Small Business,Laptop,Electronics,South,Hyderabad,3,56493.74,0.05,161007.16,127243.58,33763.58
ORD00044,2025-10-12,CUST1580,Corporate,Notebook,Office Supplies,North,Jaipur,2,2433.89,0.1,4381.0,2778.16,1602.84
ORD00045,2025-03-31,CUST0605,Consumer,Smartphone,Electronics,North,Chandigarh,4,41604.13,0.05,158095.69,123972.64,34123.05
ORD00046,2025-10-04,CUST0729,Corporate,Monitor,Electronics,North,Delhi,3,59431.26,0.05,169379.09,108911.52,60467.57
ORD00047,2025-05-31,CUST1688,Consumer,Headphones,Electronics,North,Chandigarh,5,44420.53,0.05,210997.52,135973.6,75023.92
ORD00048,2025-08-05,CUST0596,Consumer,Travel Bag,Accessories,North,Chandigarh,1,3303.77,0.2,2643.02,2013.42,629.6
ORD00049,2025-07-25,CUST1820,Consumer,Watch,Accessories,East,Patna,5,5593.08,0.1,25168.86,17326.89,7841.97
ORD00050,2025-05-31,CUST1589,Consumer,Stapler,Office Supplies,West,Mumbai,5,29715.78,0.0,148578.9,102130.49,46448.41
ORD00051,2025-08-09,CUST1239,Small Business,Sofa,Furniture,East,Patna,4,41313.0,0.15,140464.2,107696.31,32767.89
ORD00052,2025-05-21,CUST1198,Small Business,Office Chair,Furniture,North,Jaipur,3,42403.91,0.0,127211.73,72664.54,54547.19
ORD00053,2025-12-31,CUST1520,Consumer,Laptop,Electronics,West,Mumbai,1,35554.14,0.05,33776.43,24556.99,9219.44
ORD00054,2025-07-01,CUST0876,Consumer,Mouse,Electronics,South,Chennai,3,6760.73,0.1,18253.97,10091.5,8162.47
ORD00055,2025-05-28,CUST1082,Consumer,Office Chair,Furniture,North,Delhi,1,40894.26,0.05,38849.55,25254.37,13595.18
ORD00056,2025-11-08,CUST1433,Small Business,Laptop,Electronics,North,Jaipur,2,828.05,0.2,1324.88,742.98,581.9
ORD00057,2025-08-01,CUST0886,Consumer,Sofa,Furniture,West,Surat,3,41755.13,0.0,125265.39,74101.22,51164.17
ORD00058,2025-01-01,CUST1167,Consumer,Sunglasses,Accessories,East,Patna,1,54923.74,0.2,43938.99,24802.06,19136.93
ORD00059,2025-06-05,CUST1432,Consumer,Sunglasses,Accessories,North,Lucknow,4,27875.53,0.05,105927.01,73716.09,32210.92
ORD00060,2025-08-16,CUST0041,Consumer,Travel Bag,Accessories,North,Delhi,1,24731.28,0.1,22258.15,13749.74,8508.41
ORD00061,2025-09-10,CUST1571,Small Business,Keyboard,Electronics,West,Surat,5,36843.57,0.05,175006.96,137062.32,37944.64
ORD00062,2025-01-05,CUST0877,Small Business,Laptop,Electronics,West,Pune,1,22666.66,0.1,20399.99,13224.24,7175.75
ORD00063,2025-04-08,CUST0689,Small Business,Desk,Furniture,South,Bengaluru,5,3476.89,0.15,14776.78,11130.24,3646.54
ORD00064,2025-09-16,CUST1894,Consumer,Sunglasses,Accessories,East,Kolkata,5,45449.16,0.05,215883.51,131747.49,84136.02
ORD00065,2025-02-20,CUST0001,Consumer,Notebook,Office Supplies,East,Bhubaneswar,1,40334.87,0.1,36301.38,23216.21,13085.17
ORD00066,2025-09-07,CUST0154,Consumer,Smartphone,Electronics,South,Hyderabad,3,18535.86,0.15,47266.44,37434.71,9831.73
ORD00067,2025-11-09,CUST0763,Consumer,File Folder,Office Supplies,North,Chandigarh,5,37256.54,0.1,167654.43,101136.03,66518.4
ORD00068,2025-08-14,CUST0764,Consumer,Keyboard,Electronics,East,Bhubaneswar,3,5551.03,0.1,14987.78,10294.53,4693.25
ORD00069,2025-01-30,CUST1359,Consumer,Bookshelf,Furniture,West,Mumbai,5,8909.7,0.2,35638.8,23985.95,11652.85
ORD00070,2025-03-10,CUST0984,Consumer,Smartphone,Electronics,East,Bhubaneswar,5,12626.93,0.1,56821.19,36103.66,20717.53
ORD00071,2025-07-02,CUST1687,Consumer,Stapler,Office Supplies,North,Jaipur,4,10994.62,0.05,41779.56,32345.61,9433.95
ORD00072,2025-06-09,CUST0093,Consumer,Backpack,Accessories,East,Patna,3,49325.26,0.05,140576.99,89534.16,51042.83
ORD00073,2025-01-01,CUST0838,Consumer,Headphones,Electronics,South,Chennai,2,7812.03,0.05,14842.86,9356.87,5485.99
ORD00074,2025-05-01,CUST0047,Small Business,Travel Bag,Accessories,North,Jaipur,3,55260.26,0.0,165780.78,102654.68,63126.1
ORD00075,2025-12-21,CUST0625,Consumer,Watch,Accessories,North,Chandigarh,2,45621.33,0.1,82118.39,59957.02,22161.37
ORD00076,2025-11-08,CUST0699,Consumer,Wallet,Accessories,East,Patna,3,31973.6,0.0,95920.8,63485.48,32435.32
ORD00077,2025-07-11,CUST1039,Consumer,Headphones,Electronics,North,Chandigarh,1,50458.53,0.0,50458.53,34505.25,15953.28
ORD00078,2025-07-31,CUST1549,Corporate,Monitor,Electronics,South,Bengaluru,5,28826.97,0.1,129721.36,95242.15,34479.21
ORD00079,2025-08-24,CUST1960,Small Business,Wallet,Accessories,South,Bengaluru,4,38790.44,0.1,139645.58,89236.9,50408.68
ORD00080,2025-10-16,CUST1765,Consumer,Sunglasses,Accessories,North,Jaipur,4,51063.97,0.0,204255.88,153491.39,50764.49
ORD00081,2025-09-04,CUST1161,Small Business,Tablet,Electronics,South,Kochi,5,58944.48,0.0,294722.4,191411.56,103310.84
ORD00082,2025-12-01,CUST0004,Consumer,Keyboard,Electronics,West,Pune,3,49269.6,0.1,133027.92,90959.06,42068.86
ORD00083,2025-10-27,CUST0173,Consumer,Headphones,Electronics,North,Jaipur,4,25583.64,0.1,92101.1,56237.16,35863.94
ORD00084,2025-05-22,CUST0090,Consumer,Keyboard,Electronics,East,Patna,4,19306.47,0.1,69503.29,44642.49,24860.8
ORD00085,2025-05-18,CUST0261,Consumer,Coffee Table,Furniture,North,Lucknow,2,5363.3,0.0,10726.6,5906.9,4819.7
ORD00086,2025-02-07,CUST0911,Corporate,Tablet,Electronics,South,Bengaluru,5,49854.1,0.2,199416.4,115875.75,83540.65
ORD00087,2025-03-17,CUST1161,Consumer,Tablet,Electronics,North,Lucknow,4,50525.54,0.0,202102.16,151337.5,50764.66
ORD00088,2025-10-18,CUST0798,Corporate,Sunglasses,Accessories,North,Chandigarh,3,38062.14,0.2,91349.14,57463.1,33886.04
ORD00089,2025-10-23,CUST0402,Corporate,Office Chair,Furniture,South,Chennai,3,37483.68,0.1,101205.94,66764.16,34441.78
ORD00090,2025-08-13,CUST0145,Small Business,Printer Paper,Office Supplies,South,Chennai,5,54397.68,0.1,244789.56,141788.11,103001.45
ORD00091,2025-06-28,CUST0391,Small Business,Office Chair,Furniture,East,Guwahati,5,29775.88,0.1,133991.46,92894.63,41096.83
ORD00092,2025-04-07,CUST1465,Consumer,Headphones,Electronics,West,Mumbai,4,34236.39,0.15,116403.73,89536.75,26866.98
ORD00093,2025-06-08,CUST0806,Consumer,Printer Paper,Office Supplies,West,Surat,4,23897.51,0.15,81251.53,47733.6,33517.93
ORD00094,2025-06-22,CUST0844,Small Business,Smartphone,Electronics,North,Chandigarh,3,33973.95,0.1,91729.66,64188.5,27541.16
ORD00095,2025-11-26,CUST1278,Consumer,Office Chair,Furniture,East,Guwahati,2,56842.27,0.0,113684.54,79187.81,34496.73
ORD00096,2025-04-21,CUST0985,Corporate,Office Chair,Furniture,West,Surat,4,33951.48,0.1,122225.33,95412.13,26813.2
ORD00097,2025-04-02,CUST1130,Small Business,Desk,Furniture,South,Bengaluru,1,55541.55,0.1,49987.4,28908.19,21079.21
ORD00098,2025-07-01,CUST1646,Consumer,Laptop,Electronics,West,Ahmedabad,3,35517.4,0.05,101224.59,57059.33,44165.26
ORD00099,2025-11-09,CUST1460,Consumer,Sunglasses,Accessories,East,Patna,4,32290.0,0.2,103328.0,65777.21,37550.79
ORD00100,2025-12-13,CUST0418,Consumer,File Folder,Office Supplies,East,Patna,4,54773.69,0.05,208140.02,144534.09,63605.93
ORD00101,2025-12-10,CUST1525,Consumer,Laptop,Electronics,South,Hyderabad,3,37972.63,0.0,113917.89,81552.03,32365.86
ORD00102,2025-12-27,CUST1108,Consumer,File Folder,Office Supplies,East,Bhubaneswar,4,32150.68,0.0,128602.72,80363.71,48239.01
ORD00103,2025-08-03,CUST0990,Corporate,Wallet,Accessories,North,Chandigarh,5,37536.06,0.05,178296.28,135352.05,42944.23
ORD00104,2025-03-19,CUST0769,Consumer,Wallet,Accessories,South,Chennai,4,28917.17,0.1,104101.81,77174.74,26927.07
ORD00105,2025-02-24,CUST1288,Small Business,Mouse,Electronics,West,Pune,2,53856.08,0.1,96940.94,72723.88,24217.06
ORD00106,2025-06-27,CUST1824,Consumer,Mouse,Electronics,East,Kolkata,1,13396.13,0.05,12726.32,9137.16,3589.16
ORD00107,2025-09-06,CUST1078,Small Business,Printer Paper,Office Supplies,East,Patna,1,33447.62,0.1,30102.86,22617.14,7485.72
ORD00108,2025-04-30,CUST1312,Small Business,Pen Set,Office Supplies,West,Surat,4,40118.3,0.05,152449.54,95019.81,57429.73
ORD00109,2025-11-26,CUST0007,Corporate,Mouse,Electronics,East,Kolkata,3,7454.34,0.15,19008.57,13509.99,5498.58
ORD00110,2025-10-30,CUST1921,Consumer,Headphones,Electronics,South,Chennai,2,21847.25,0.0,43694.5,33105.73,10588.77
ORD00111,2025-08-10,CUST1280,Small Business,Desk,Furniture,South,Kochi,3,56912.35,0.15,145126.49,84903.1,60223.39
ORD00112,2025-02-28,CUST0632,Corporate,Pen Set,Office Supplies,South,Kochi,1,29138.22,0.1,26224.4,19285.99,6938.41
ORD00113,2025-12-25,CUST1305,Corporate,Desk,Furniture,North,Chandigarh,4,8023.35,0.2,25674.72,18557.83,7116.89
ORD00114,2025-05-26,CUST0838,Consumer,Sunglasses,Accessories,West,Mumbai,2,33295.26,0.1,59931.47,45394.22,14537.25
ORD00115,2025-12-08,CUST1898,Consumer,Sunglasses,Accessories,North,Chandigarh,3,35885.04,0.1,96889.61,69398.07,27491.54
ORD00116,2025-07-09,CUST1709,Consumer,Pen Set,Office Supplies,North,Lucknow,3,11143.82,0.0,33431.46,24831.1,8600.36
ORD00117,2025-10-23,CUST1803,Corporate,Sofa,Furniture,South,Bengaluru,3,17897.59,0.1,48323.49,32329.02,15994.47
ORD00118,2025-03-10,CUST0758,Small Business,Laptop,Electronics,North,Chandigarh,4,9804.63,0.15,33335.74,25388.56,7947.18
ORD00119,2025-07-20,CUST0482,Consumer,Smartphone,Electronics,North,Delhi,1,24826.33,0.1,22343.7,15631.02,6712.68
ORD00120,2025-05-11,CUST1827,Consumer,Backpack,Accessories,West,Surat,3,16401.49,0.1,44284.02,28352.55,15931.47
ORD00121,2025-01-17,CUST0817,Small Business,Bookshelf,Furniture,East,Kolkata,4,32559.87,0.15,110703.56,81151.93,29551.63
ORD00122,2025-07-17,CUST1751,Consumer,Office Chair,Furniture,North,Delhi,4,13350.45,0.2,42721.44,33579.69,9141.75
ORD00123,2025-01-16,CUST0778,Corporate,Mouse,Electronics,West,Pune,5,28445.29,0.05,135115.13,78384.43,56730.7
ORD00124,2025-06-25,CUST0883,Consumer,Office Chair,Furniture,West,Ahmedabad,5,28505.43,0.15,121148.08,92210.33,28937.75
ORD00125,2025-04-13,CUST1514,Consumer,File Folder,Office Supplies,East,Guwahati,3,33684.56,0.1,90948.31,70143.85,20804.46
ORD00126,2025-07-02,CUST0986,Consumer,Coffee Table,Furniture,East,Guwahati,1,32350.25,0.1,29115.22,21384.08,7731.14
ORD00127,2025-04-18,CUST0493,Small Business,Smartphone,Electronics,North,Jaipur,2,1374.04,0.15,2335.87,1593.61,742.26
ORD00128,2025-02-08,CUST1763,Small Business,Pen Set,Office Supplies,South,Chennai,1,24175.66,0.1,21758.09,15380.28,6377.81
ORD00129,2025-09-23,CUST1263,Consumer,Mouse,Electronics,South,Bengaluru,1,6717.4,0.05,6381.53,3968.1,2413.43
ORD00130,2025-10-20,CUST1982,Small Business,Stapler,Office Supplies,North,Jaipur,1,6657.11,0.05,6324.25,3675.08,2649.17
ORD00131,2025-03-02,CUST1829,Consumer,Headphones,Electronics,North,Jaipur,3,54233.07,0.2,130159.37,95776.24,34383.13
ORD00132,2025-05-28,CUST1608,Small Business,Travel Bag,Accessories,East,Kolkata,2,2912.03,0.05,5532.86,3093.88,2438.98
ORD00133,2025-09-19,CUST1912,Consumer,Headphones,Electronics,North,Chandigarh,1,31143.8,0.1,28029.42,19095.26,8934.16
ORD00134,2025-06-27,CUST0419,Consumer,Backpack,Accessories,East,Guwahati,3,48968.4,0.05,139559.94,84566.96,54992.98
ORD00135,2025-03-09,CUST0329,Consumer,Pen Set,Office Supplies,West,Ahmedabad,1,23531.07,0.05,22354.52,14958.96,7395.56
ORD00136,2025-11-28,CUST0738,Consumer,Bookshelf,Furniture,West,Surat,1,33096.36,0.0,33096.36,21582.58,11513.78
ORD00137,2025-09-08,CUST0328,Small Business,Headphones,Electronics,North,Jaipur,5,13288.97,0.1,59800.36,34028.36,25772.0
ORD00138,2025-10-28,CUST1064,Consumer,Wallet,Accessories,West,Surat,2,32672.36,0.15,55543.01,40739.55,14803.46
ORD00139,2025-06-17,CUST0336,Consumer,Laptop,Electronics,North,Lucknow,1,20107.13,0.05,19101.77,14947.57,4154.2
ORD00140,2025-07-07,CUST1691,Small Business,Mouse,Electronics,West,Mumbai,2,27981.65,0.15,47568.8,26224.03,21344.77
ORD00141,2025-06-07,CUST1461,Consumer,Mouse,Electronics,North,Lucknow,2,49944.84,0.1,89900.71,49588.91,40311.8
ORD00142,2025-06-04,CUST1070,Consumer,File Folder,Office Supplies,East,Guwahati,2,38076.94,0.1,68538.49,51058.53,17479.96
ORD00143,2025-03-15,CUST0414,Small Business,Desk,Furniture,West,Ahmedabad,4,37994.05,0.2,121580.96,69985.34,51595.62
ORD00144,2025-08-30,CUST1888,Corporate,Monitor,Electronics,South,Bengaluru,4,4134.3,0.1,14883.48,9472.9,5410.58
ORD00145,2025-11-02,CUST0210,Consumer,Pen Set,Office Supplies,West,Mumbai,4,45004.14,0.0,180016.56,133134.09,46882.47
ORD00146,2025-02-02,CUST0907,Consumer,Keyboard,Electronics,South,Kochi,3,15225.27,0.0,45675.81,26936.6,18739.21
ORD00147,2025-04-09,CUST0516,Corporate,Notebook,Office Supplies,West,Ahmedabad,5,41651.57,0.05,197844.96,112889.4,84955.56
ORD00148,2025-01-27,CUST1046,Small Business,Tablet,Electronics,West,Surat,4,43903.08,0.2,140489.86,107382.02,33107.84
ORD00149,2025-09-14,CUST1683,Small Business,Keyboard,Electronics,North,Delhi,3,1964.93,0.1,5305.31,3406.71,1898.6
ORD00150,2025-01-27,CUST0208,Consumer,Office Chair,Furniture,North,Delhi,1,5560.75,0.0,5560.75,3689.13,1871.62
ORD00151,2025-12-15,CUST0199,Consumer,Coffee Table,Furniture,North,Lucknow,2,37037.35,0.15,62963.5,42209.51,20753.99
ORD00152,2025-08-24,CUST1297,Corporate,Watch,Accessories,South,Chennai,1,9733.45,0.1,8760.11,5531.85,3228.26
ORD00153,2025-03-05,CUST0584,Corporate,Notebook,Office Supplies,North,Delhi,2,40859.35,0.05,77632.76,61615.18,16017.58
ORD00154,2025-10-28,CUST0011,Small Business,Laptop,Electronics,West,Mumbai,3,28882.37,0.0,86647.11,52899.04,33748.07
ORD00155,2025-03-21,CUST1696,Consumer,Travel Bag,Accessories,East,Guwahati,1,33622.96,0.0,33622.96,21236.78,12386.18
ORD00156,2025-08-21,CUST0801,Consumer,Notebook,Office Supplies,North,Delhi,4,21532.3,0.05,81822.74,64997.25,16825.49
ORD00157,2025-05-23,CUST0122,Corporate,Smartphone,Electronics,North,Lucknow,1,57097.84,0.0,57097.84,44196.89,12900.95
ORD00158,2025-12-25,CUST1097,Consumer,Desk,Furniture,East,Guwahati,2,37555.75,0.15,63844.78,44887.0,18957.78
ORD00159,2025-03-25,CUST0459,Consumer,Stapler,Office Supplies,South,Chennai,2,28906.14,0.0,57812.28,34167.05,23645.23
ORD00160,2025-01-12,CUST0978,Consumer,Coffee Table,Furniture,North,Delhi,3,13230.92,0.2,31754.21,20139.28,11614.93
ORD00161,2025-11-05,CUST1655,Consumer,Wallet,Accessories,North,Jaipur,2,39230.45,0.05,74537.86,51104.62,23433.24
ORD00162,2025-07-21,CUST0924,Consumer,Wallet,Accessories,East,Kolkata,1,50443.1,0.0,50443.1,39859.89,10583.21
ORD00163,2025-10-20,CUST0024,Corporate,Monitor,Electronics,East,Bhubaneswar,4,30340.21,0.1,109224.76,74108.89,35115.87
ORD00164,2025-04-27,CUST1274,Consumer,Smartphone,Electronics,South,Chennai,2,47598.07,0.1,85676.53,68372.73,17303.8
ORD00165,2025-09-25,CUST0637,Small Business,Tablet,Electronics,East,Guwahati,5,44013.47,0.0,220067.35,160419.47,59647.88
ORD00166,2025-10-25,CUST1623,Small Business,Coffee Table,Furniture,South,Chennai,5,51277.67,0.1,230749.52,141174.35,89575.17
ORD00167,2025-01-14,CUST1647,Corporate,Mouse,Electronics,South,Chennai,1,23525.78,0.2,18820.62,11565.9,7254.72
ORD00168,2025-06-13,CUST1473,Consumer,Notebook,Office Supplies,North,Chandigarh,3,53034.21,0.05,151147.5,95634.4,55513.1
ORD00169,2025-12-16,CUST0844,Consumer,Desk,Furniture,South,Kochi,3,56920.14,0.05,162222.4,103791.95,58430.45
ORD00170,2025-06-24,CUST1131,Corporate,Headphones,Electronics,South,Bengaluru,1,42352.6,0.05,40234.97,30822.16,9412.81
ORD00171,2025-11-30,CUST1275,Consumer,Smartphone,Electronics,North,Delhi,4,3196.64,0.1,11507.9,6975.8,4532.1
ORD00172,2025-11-21,CUST1083,Consumer,Laptop,Electronics,South,Chennai,4,8985.76,0.2,28754.43,22752.8,6001.63
ORD00173,2025-11-02,CUST0217,Consumer,Mouse,Electronics,South,Hyderabad,3,29381.91,0.1,79331.16,46401.81,32929.35
ORD00174,2025-11-04,CUST1837,Consumer,Stapler,Office Supplies,West,Surat,2,11382.11,0.1,20487.8,12068.15,8419.65
ORD00175,2025-03-27,CUST1519,Small Business,Printer Paper,Office Supplies,East,Patna,2,22520.38,0.0,45040.76,27521.56,17519.2
ORD00176,2025-08-20,CUST0303,Corporate,File Folder,Office Supplies,North,Lucknow,1,41402.65,0.1,37262.38,22503.45,14758.93
ORD00177,2025-10-31,CUST1077,Small Business,Headphones,Electronics,East,Bhubaneswar,4,9641.32,0.1,34708.75,21850.13,12858.62
ORD00178,2025-06-25,CUST1113,Small Business,Notebook,Office Supplies,West,Mumbai,1,6635.67,0.1,5972.1,4427.1,1545.0
ORD00179,2025-03-23,CUST0019,Consumer,Notebook,Office Supplies,West,Ahmedabad,5,49088.27,0.0,245441.35,168402.78,77038.57
ORD00180,2025-03-06,CUST1679,Consumer,Coffee Table,Furniture,East,Patna,5,22887.14,0.1,102992.13,72004.0,30988.13
ORD00181,2025-04-12,CUST0291,Small Business,Sofa,Furniture,East,Bhubaneswar,2,45584.73,0.1,82052.51,56254.46,25798.05
ORD00182,2025-04-27,CUST1474,Consumer,Coffee Table,Furniture,North,Lucknow,5,14839.57,0.1,66778.06,43311.67,23466.39
ORD00183,2025-12-30,CUST1838,Consumer,Sofa,Furniture,North,Chandigarh,3,553.02,0.1,1493.15,1156.46,336.69
ORD00184,2025-02-20,CUST0715,Consumer,Printer Paper,Office Supplies,North,Delhi,3,6175.11,0.1,16672.8,10240.34,6432.46
ORD00185,2025-06-06,CUST1563,Consumer,Printer Paper,Office Supplies,South,Kochi,2,36658.99,0.1,65986.18,40789.75,25196.43
ORD00186,2025-12-16,CUST1369,Corporate,Sofa,Furniture,North,Lucknow,2,48006.89,0.0,96013.78,59895.28,36118.5
ORD00187,2025-10-25,CUST0445,Consumer,Monitor,Electronics,South,Chennai,1,22473.23,0.1,20225.91,11692.11,8533.8
ORD00188,2025-04-28,CUST1942,Small Business,Sunglasses,Accessories,West,Mumbai,2,12801.49,0.1,23042.68,15041.27,8001.41
ORD00189,2025-06-01,CUST0584,Corporate,Stapler,Office Supplies,East,Patna,5,18193.42,0.1,81870.39,62450.21,19420.18
ORD00190,2025-05-26,CUST0857,Consumer,Wallet,Accessories,East,Kolkata,2,9263.73,0.05,17601.09,13505.58,4095.51
ORD00191,2025-05-30,CUST0661,Corporate,Stapler,Office Supplies,South,Hyderabad,4,12450.55,0.1,44821.98,27530.6,17291.38
ORD00192,2025-09-11,CUST0441,Corporate,Smartphone,Electronics,North,Chandigarh,5,40582.89,0.05,192768.73,127506.44,65262.29
ORD00193,2025-10-07,CUST0459,Corporate,Pen Set,Office Supplies,North,Jaipur,2,54340.94,0.15,92379.6,56926.51,35453.09
ORD00194,2025-03-14,CUST1700,Corporate,Office Chair,Furniture,South,Chennai,1,37067.63,0.05,35214.25,26691.2,8523.05
ORD00195,2025-01-27,CUST0428,Consumer,Sunglasses,Accessories,North,Lucknow,2,40839.9,0.05,77595.81,51540.27,26055.54
ORD00196,2025-08-03,CUST1154,Corporate,Coffee Table,Furniture,East,Kolkata,3,43865.97,0.1,118438.12,66921.75,51516.37
ORD00197,2025-11-29,CUST1572,Consumer,Printer Paper,Office Supplies,North,Lucknow,2,5890.92,0.1,10603.66,7836.54,2767.12
ORD00198,2025-05-16,CUST1932,Corporate,Watch,Accessories,South,Chennai,5,7277.76,0.2,29111.04,16156.82,12954.22
ORD00199,2025-12-30,CUST1272,Consumer,Laptop,Electronics,West,Mumbai,4,37452.78,0.0,149811.12,110683.09,39128.03
ORD00200,2025-02-07,CUST0784,Consumer,Watch,Accessories,East,Bhubaneswar,4,18257.39,0.05,69378.08,44404.34,24973.74
ORD00201,2025-11-27,CUST0761,Consumer,Tablet,Electronics,South,Hyderabad,2,36075.6,0.1,64936.08,50640.27,14295.81
